,Address
20213,"SURVEY NO - 66/1/1 + 2+3 , PLOT NO - 06 ,  SHOP NO-05, BENCHMARK , SHRI  RAVISHANKAR MARG , KHODE NAGAR ,  WADALA SHIVAR , NASIK, Nashik West, Nashik  City, Maharashtra-422006"
20214,"Dindori road, pokar Colony, opposite sbi.meri Nashik"
20215,"AMBARPURE ESTATE HIRAWADI LINK  ROAD IN FRONT OF SSD NAGAR  PANCHVATI NASHIK, Panchawati, Nashik,  Maharashtra - 422003"
20216,"SHOP NO. 2, S K PRIDE, TARWALA NAGAR  ROAD, NEAR HIRAWADI POOL,  PANCHAVATI, Panchawati, Nashik City,  Maharashtra - 422003"
20217,"FLAT NO. 1 SAMRUDDHI APP. GANGAPUR ROAD, NEAR GANGAPUR POLICE STATION, CHITRANGAN COMPLEX, SAWARKAR NAGA, NASHIK (MAHARASHTRA)- 422013"
20218,"PRATIK BALASAHEB BORASTE / S/O BALASAHEB BORASTESHOP NO 2 , ESHAAN PLAZA , PIPELINE ROAD, ANANDWALI, SHIVAR, GANGAPUR ROAD NASIK PIN 422007"
20219,"S/O BALASAHEB BORASTESHOP NO 2 , ESHAAN PLAZA, PIPELINE ROAD, ANANDWALI, SHIVAR, GANGAPUR ROAD NASIK PIN 422007, Nashikroad, Nashik City, Maharashtra - 422007"
20220,"CHANDRAKIRAN PLAZA,OPPOSITE WAVRE JOGGING TRACK,WAVRE NAGAR ITI,AMBAD LINK ROAD NASHIK, Nashik East, Nashik, , Maharashtra, 422010"
20221,"S NO. 281/A, PLOT NO. 2, MUMBAI Agra ROAD, NEAR K K WAGH ENG. COLLEGE, PANCHAVATI, NASHIK, Panchawati, Nashik, Maharashtra-422003"
20222,"PLOT NO 5 SURVEY NO 35/1/2 SHIVAR  ANANDVALI NEAR CANARA BANK GANGAPUR ROAD NASHIK, Nashik City (Maharashtra), - 422013"
20223,"PLOT NO 4, S.NO.36/1,BALWANT NAGAR, ANANDWALLI"
20224,"3 NEW JUI SO. PETH ROAD KISHOR SURYAWASHI MARG OPP RTO OFFICE ,NASHIK , District - Nashik City, STATE - Maharashtra"
20225,"Bus stop, Amrutdham Rd, Dattatray Nagar, Hanuman Nagar, Nashik, Maharashtra 422003, India"
20226,"BANGLOW NO.11 MADHUMANGAL HOUSING SOCIETY OPPOSITE RELIANCE  PETROL PUMP VIJAY NAGAR, District - Nashik City 422004, STATE - Maharashtra"
20227,"SHOP NO-5,MIRCHI HOTEL  JAWAL,AURANGABAD ROAD,KAILASH  NAGAR,PANCHAVATI,NASHIK-3,  Panchawati, Nashik, Maharashtra - 422003"
20228,"Khushi Chinese Junction, Near Prakash Complex, Opp. Shivpalace Hall, Near Shri Avdhoot Guru Datta Mandir, Mehardham, Peth Rd, Shiv Samarth Nagar, Nashik, Maharashtra 422003, India"
20229,"A/16 , MIDC, Satpur Colony, Nashik"
20230,"shreeji dairy and sweets, Gangapur Rd, opp. Tikhat Pahunchar Hotel, Navshya Ganapati Parisar, Ganpati Nagar, Anandvalli, Nashik, Maharashtra 422013, India"
20231,"SHOP NO 5 VALLEY VIEW HSG  SOCIETY ,NASHIK PUNE ROAD NASHIK ,  Nashikroad, Nashik City, Maharashtra -  422101"
20232,"shop no 04, Nishigandha enclave wing A, 207/5/3A , 3B 6A ; opp Deodhar school ,mhasrul nashik , Nashik East, Nashik City (Maharashtra), - 422004"
20233,"SHOP NO 1/2/3/4 BASEMENT PRIYADARSHANI APARTMENT NASHIK -PUNA ROAD, UPNAGAR, NASHIK 422006, District - Nashik City, STATE - Maharashtra"
20234,"shop no 04, Nishigandha enclave wing A, 207/5/3A , 3B 6A ; opp Deodhar school ,mhasrul nashik , Nashik East, Nashik City (Maharashtra), - 422004"
20235,"s. no .51 , plot no 1, k k plaza, serene meadows ,near bobbys restaurant,anandwali"
20236,"SURVEY NO-346/2A/2A/1,346/2A/3 AND 346/2A/4 NEAR SAHARA MARBLE AURANGABAD ROAD PANCHAWATI NASHIK PANCHAWATI NASHIK CITY"
20237,"shop no.4,god avenue appartment,omkar banglow, kishore suryawanshi marg ,mhasrul, nashik , Nashik West, Nashik City, Maharashtra-422004"
20238,"Dindori road , Near Akash petrol pump, opposite, Central Bank , Panchavati,  Nashik City, Maharashtra-"
20239,"Address	SR.NO 50/2 PLOT NO 4,5, ANANDWALI SHIWAR, NASHIK, NASHIK WEST NASHIK CITY(MAHARASHTRA)-422013"
20240,"C/O OYE BALLE BALLE SHOP NO-1&2,SILVER DALE CO-OP.HOUSING SO-422101CIETY,NASHIK PUNE ROAD,NEAR ST.XAVIERS HIGH SCHOOL,NASHIK ROAD,NASHIK DISTRICT-NASHIK CITY,STATE-MAHARASHTRA"
20241,"Shop no 14, sitaram complex, dindori road, r t o"
20242,"S.NO. 61/1/B/2 -61/A/2,""RIALTO"" , A -WING,SHOWROOM NO.05,OPP.HOTEL BLUE LEAF,ANANDWALI SHIVAR , GANGAPUR ROAD, Nashik West, Nashik, Maharashtra"
20243,"SHOP NO-464 PAGARE COMPLEX TRAMBAK ROAD MAHINDRA CIRCLE NR VETAL BABA MANDIR STOP SATPUR, Satpur, Nashik, Maharashtra - 422007"
20244,"19/265, MATOSHREE BUNGLOW, SADGURU NAGAR, NASHIK, SATPUR, NASHIK CITY (MAHARASHTRA)-422007"
20245,"19/265, MATOSHREE BUNGLOW, SADGURU NAGAR, NASHIK, SATPUR, NASHIK CITY (MAHARASHTRA)-422007"
20246,"Shop No. 1 Bapat Bunglow Opp. BMS Super Market Jail Road Nashik Road,Nashik East, Nashik,Maharashtra, 422101"
20247,"S.NO. 61/1/B/2 -61/A/2,""RIALTO"" , A -WING, SHOWROOM NO.05, OPP.HOTEL BLUE LEAF, ANANDWALI SHIVER , GANGAPUR ROAD, Nashik West, Nashik, Maharashtra, 422013"
20248,"Hotel Gaarwa - Restaurant & Bar, Mumbai Nasik Highway, Pathardi Phata, Nashik"
20249,"PLOT NO 10 & 11, S. NO. 51/1 & 51/3, KHARATE MALA, CHANDASHI, NASHIK 422003, Nashik (Rural), Nashik, Maharashtra - 422003"
20250,"PLOT NO 5 ANANDWALI SHIWAR, GANGAPUR ROAD NASHIK 422005, Nashik City,422005"
20251,"S.No.20/A/1/1/4/4,P. No.2,20/A/1/1/1,20/ A/1/1/4/2,P.No.4,20/A/1/1/2,Hotel Durga International Building,Nashik Poona Road,Near Passport Seva Kendra,Nashik Road,Nashik, Nashikroad, Nashik City, Maharas"
20252,"Bakers Celebration, Sarvadnya row houses Chakradhar nagar front of Pramod Mahajan garden, Meri Link Rd, behind Rasbihari International School, Panchavati, Nashik, Maharashtra 422003, India"
20253,"SHOP NO. - 03 AND 04, GREENSTONES BUILDING, END OF 5 TH STREET, SERENE MEADOWS, GANGAPUR ROAD, NASHIK ,Nashik West,Nashik,Maharashtra-422013"
20254,"PLOT NO - 13/34 , SURVEY NO - 49/1/2 , GREENSTONE , SERENE MEDOWS , GANGAPUR ROAD , NASHIK, Nashik West, Nashik, Maharashtra, 422013"
20255,"Wankhede brothers saraf 2131,next to saptshrungi devi mandir, satpur colony"
20256,"S. NO. 234/1/1 2A, PLOT NO. 7 8/1, ROW HOUSE NO. 5, RAS BIHARI MERI LINK ROAD , MANE NAGAR, NEAR CUTIE PIE  SCHOOL, PANCHAVATI, NASHIK ,"
20257,"Star boys egg roll, Shop no 3/A,Gajanan Darshan co-op housing society Near Atul Dairy, pathardi phata,Nashik"
20258,"RAS BIHARI MERI LINK ROAD, ADGAON, NEAR MANE NAGAR SEVAK OFFICE, NASHIK., Panchawati, Nashik, Maharashtra - 422003"
20259,"2131,wankhede brothers saraf, satpur colony,nashik 422007"
20260,"4, Dindori Rd, Shraddha Bunglow, Vaiduwadi, Mhasrul Gaon, Nashik, Maharashtra 422004, India"
20261,"SHOP NO-3,4, SAI LILA RESIDENCY,JAY BHAVANI ROAD,NEAR SUMAN HOSPITAL,NASHIK ROAD,NASHIK.422101 , District - Nashik City, STATE - Maharashtra"
20262,"SHOP NO-06,KINGS COURT,DAWKHARWADI,NEAR PASSPORT OFFICE,NASHIK ROAD,NASHIK, Nashikroad, Nashik, Maharashtra - 422101"
20263,"Gangapur Rd, Jalapur, Nashik, Maharashtra 422013, India"
20264,"SHOPN1.GAJANAN HEIGHTS, jAYAMBE COLONY CORNER, SHIVAJI NAGAR, JAILROAD"
20265,"Shop no.2, Madhura Appt, Below Saraswat Bank, Jail Road, Nashik"
20266,"4, Vastuprabha Society, dawkhar wadi, Sadhguru Nagar, Vidya Vihar Society, Devlali, Nashik, Maharashtra 422214, India"
20267,"Hari Nakshatra- 1, Shop no-29,30,31,32 , Opp. to LIC office , Datt mandir, Nashik Road,NASHIK CITY-422101"
20268,"02, Mayur appt, Gaikwad mala, Nashik road , Nashik 422101"
20269,"A-21/2, KARMACHARI SOC,SHRIRAM SADAN,ASHOK NAGAR, SATPUR , NASHIK-422012"
20270,"Aalloo katta, rajan complex datta mandir road nashik road"
20271,"Pt No.4, Shanti Rekha Co Hsg Society,Savarkar Nagar, Satpur, Nashik City, Maharashtra - 422012"
20272,"SHOP NO 24 RAMAYAN APARTMENT  CHARANDAS MARKET JAILROAD,  Nashikroad, Nashik, Maharashtra - 422101"
20273,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20274,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20275,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20276,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20277,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20278,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20279,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20280,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20281,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20282,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20283,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20284,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20285,"Takekar Vasahat, Vrundavan Colony Near  Jijai Niwas, Sailani Baba Stop Jail Road  Nashik Road, Nashikroad, Nashik,  Maharashtra - 422101"
20286,"M/S Shree Ganesh Fast Foods, Ashok nagar, Satpur, Nashik-422007"
20287,"7/13 A, Opp NMC School 125, Datta Mandir Road, Nashik Road 422101."
20288,"Banjo's The Food Chain, Ashoknagar, Satpur Colony, Nashik, Maharashtra, India"
20289,"Shri Ram Apt, vidya Nagari, near utsav mangal karyalaya, Nashik Road, Nashik, Maharashtra 422101 India"
20290,"SHOP NO G 54, REGIMENTAL PLAZA, M G ROAD,NASHIK ROAD,NASHIK-422101"
20291,"615/1058/02 Pona Highway, bitco point Nashik road"
20292,"Sanjiv Nagar, Bus Stop, Ambad Satpur Link Rd, Sanjeev Nagar, Nashik, Maharashtra 422007, India"
20293,"Upadhyay's Sai Jagat Pure Veg. Family Restaurant, regimental plaza, below cinemax theatre, Bytco Point, Nashik Road, Nashik, Maharashtra 422214"
20294,"New Rasoi Restaurant, Opposite Mukti Dham Mandir, Nashik Road, Pathardi Phata, Nashik"
20295,"Jail Rd, dream mini market, near union bank nashik "
20296,"Shop No.4 Kurudarshan Appartment, Near School No. 125, Anand Nagar Nashik Road, 422101"
20297,"Gat no.33, Nandur Naka, Link Road, Hotel Jatra"
20298,"hotel mathura, Somani Garden Road, Datta Mandir Road, Datta Mandir, Nashik - 422101, Back to Mukti Dham"
20299,"104 Shivam complex opp Muktidham Nashik road, Nashik 422101"
20300,"Babaj Chinese Corner, 21, Laxmi Balwant Sankul, Opposite Dev Mata Sandan, Nashik Road, Nasik"
20301,"NEAR TOYS CENTER MUKTIDHAM ROAD NASHIK ROAD NASHIK, MAHARASHTRA 422101"
20302,"S NO 1/B, MALANI BHUVAN, MAHATMA GANDHI ROAD, Nashikroad, Nashik, , Maharashtra, 422101"
20303,"Jail road, dream mini market near union bank "
20304,"Leafy Veg Restaurant, near bycto point jail road"
20305,"Shrikrupa Bunglow, Vrundavan Nagar, Nandur Jatra Link Road, Near Shivkrupa Sweets, Adgaon Shivar, Panchawati, Nashik, Maharashtra -"
20306,"SHALIMAR RESTAURaNT, DREAM SQUARE,MAHATAMA GANDHI ROAD NEAR MUKTHIDHAM NASHIK ROAD"
20307,"Shop no.1, Dondani Plaza, Near Thorai Petrol Pump, Jail Road, Nashik 422101"
20308,"Shop No.20, Laxmi Balwant Sankul,Jail Road,Nashik Road,422101"
20309,"GAT NO, 107/3/2/1, PLOT NO, 107, NEAR VRUNDAWAN HOTEL, JATRA LINK ROAD, NASHIK, 422003, Panchawati, Nashik, Maharashtra-422003"
20310,"Plot No 91/1 Panchak Jailroad , District - Nashik City, STATE - Maharashtra"
20311,"FLAT NO B4,VAIBHAVLAXMI APPT,BRIJ  NAGAR RAJRAJESHWARI MANGAL  KARYALAYA ROAD,PANCHAK,JAIL  ROAD,NASHIK ROAD, Nashikroad, Nashik  City, Maharashtra - 422101"
20312,"M G ROAD, NEAR HOTEL M.D, BYTCO POINT, NASHIK ROAD, NASHIK , Nashikroad, Nashik City, Maharashtra-422101"
20313,"Behind United Cakes of Nasik, Bhagwati Lawns Chowk,Jail Road, Nashik East, Nashik City (Maharashtra), - 422101"
20314,"United Delivery Kitchens , Behind United Cakes Of Nashik , Bhagwati Lawns Chowk,Jail Road, Nashik Road, Maharashtra 422006"
20315,"United Delivery Kitchens , Behind United Cakes Of Nashik , Bhagwati Lawns Chowk,Jail Road, Nashik Road, Maharashtra 422006"
20316,"Gosavi Wadi, shahu maharaj path, Nashik city 422101"
20317,"Shop 19 & 20, 28-19 Dividing Road, Near Badkhal More, Sector 19, Faridabad"
20318,"183/1, Shop - 3/4, Sector 28, Faridabad"
20319,"SCO 93-94, Behind Shubham Plaza, Sector 16, Faridabad"
20320,"51-52, Sector 28 Market, Sector 28, Faridabad"
20321,"B116 ,mall road , Greenfield colony ,near gate no 4sector 43 faridabad 121009"
20322,"183/1 Above Anupam Restaurant,Link Road , Sec 28,Faridabad Town,Haryana 121008"
20323,"Shop 36, Sector 28, Faridabad"
20324,"Metro Hospital Nirman Kunj, ADB PWD Colony, Sector 16A, Faridabad, Haryana 121002"
20325,"1373, Rajinder Singh Market, Sector 28, Faridabad, Haryana 121008, India"
20326,"SHOP NO 19 20 BADKHALMOR SECTOR 19 FARIDABAD, District - Faridabad, STATE - Haryana - 121002"
20327,"SECTOR-29, HUDDA MARKET NEAR CAREWELL HOSPITAL, Faridabad Town, Faridabad, Faridabad, Haryana - 121008"
20328,"SHOP NO.23 BADKHAL MORE OLD FARIDABAD HARYANA-121001, Faridabad Town, Faridabad, Faridabad, Haryana - 121001"
20329,"BOOTH NO 121, SECTOR 15, Faridabad, Faridabad, Haryana-121007"
20330,"Commercial SCO No - 5, Ground Floor, Huda Special Market, Sector-19, Faridabad, Haryana - 121002"
20331,"DSS No.44, HUDA Market, Sector-31, Faridabad, Palwali(138), Faridabad, Faridabad, Haryana - 121003"
20332,"Plot No- 217, Sec-B, Srishti Complex, LG-5, Green Field Colony, Faridabad- 121003, Haryana"
20333,"2336, Sector 28, Faridabad"
20334,"Near SLF Mall, Sector 30 & 33, Near Sector 31, Faridabad"
20335,"Commercial SCO no-5, Ground floor, Huda Special market, Sector 19, Faridabad, Haryana 121002"
20336,"Shop No. 26, Sector 19-28 Dividing Road, Faridabad Town, Faridabad, Haryana - 121002"
20337,"SHOP NO.SSI PLOT NO.8 MARKET NO.5 NEAR SABJI MANDI FARIDABAD HARYANA-121001, Badshahpur(140), Faridabad, Faridabad, Haryana - 121001"
20338,"Booth no 114 Sector 29 HUDA MKT, Sector 29, Faridabad, Haryana 121008, India"
20339,"Shop 1, 15/7, Badhkal Mor, Main Mathura Road, Sector 19/28 Dividing Road, Sector 19, Faridabad"
20340,"Unit No. SCF - No. 147, Sector 21C, Faridabad, Haryana-121001"
20341,"1293, H.B COLONY, SECTOR-29, FBD, Faridabad Town, Faridabad, Faridabad, Haryana - 121005"
20342,"SHOP NO.23 BADKHAL MORE OLD FARIDABAD HARYANA-121001, Dhadar(145), Faridabad, Faridabad, Haryana - 121001"
20343,"Abadi Deh/ Lal Dora, Khasra no 17, Sec-16A Near Hanuman Mandir, Daulatabad, Faridabad, Faridabad, Haryana, 121002"
20344,"D.S.S- 30, Sector-31 HUDA Market Faridabad, Haryana 121001"
20345,"1/811B, Gopi Colony, Opposite Sarvodya Hospital, Sector 19, Faridabad"
20346,"B.S.FOOD POINT 410/1 , Faridabad Town , Faridabad, Faridabad, Haryana-121002"
20347,"Shop No. 27,Part-1, Huda Market, Sector 19, Faridabad, District - Faridabad, STATE - Haryana"
20348,"Shop DSS 24 & 25, Huda Market Sector 31, Faridabad"
20349,"SHOP NO DSS-34, SECTOR-31, FARIDABAD ,  Faridabad, Haryana-121003"
20350,"C8G9+PMM, Link Rd, Shastri Colony, Sector 19, Faridabad, Haryana 121002, India"
20351,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20352,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad,Faridabad, Haryana-121002"
20353,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20354,"Shop 41, Huda Market, Sector 31, Faridabad"
20355,"Shop 4, Choudhary Hetram Complex, Peeli Kothi, Dividing Road, Sector 30, Faridabad"
20356,"Sector 20 A, Near Old Faridabad Metro Station, Sector 16, Faridabad,Sector 15_FBD"
20357,"Shop No 1 & 2Pristine Mall And Multiplex, Faridabad"
20358,"Shop 41, Huda Market, Sector 31, Faridabad"
20359,"DSS 39, Huda Market, Sector 31, Faridabad, Faridabad, Faridabad (Haryana), - 121003"
20360,"SHOP NO-27	PART -1 HUDA MARKET SECTOR-19 FARIDABAD HARYANA - 121002, Haryana"
20361,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20362,"Shop 41, Huda Market, Sector 31, Faridabad"
20363,"Main Market, Sector 16, Faridabad"
20364,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20365,"Kapori colony Sector19, Faridabad,Haryana,121002"
20366,"DSS No.44, HUDA Market, Sector-31, Faridabad, Palwali(138), Faridabad, Faridabad, Haryana - 121003"
20367,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20368,"Shop No.3 Choudhary Hetram complex Sector-31, Faridabad Haryana 121003"
20369,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20370,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20371,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20372,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20373,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20374,"DSS NO-41 HUDA MARKET SECTOR 31FARIDABAD, Faridabad Town, Faridabad,Faridabad, Haryana-121002"
20375,"Shop 41, Huda Market, Sector 31, Faridabad"
20376,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20377,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20378,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20379,"Shop 41, Huda Market, Sector 31, Faridabad"
20380,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20381,"Shop 41, Huda Market, Sector 31, Faridabad 121002"
20382,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20383,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20384,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20385,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20386,"Shop 41, Huda Market, Sector 31, Faridabad"
20387,"Kapori colony Sector19, Faridabad,Haryana,121002"
20388,"S.C.O-2, Huda Special Market, Next To Amartex, Sector 19, Faridabad, Haryana. "
20389,"Kapori colony Sector19, Faridabad,Haryana,121002"
20390,"Shop No 7/145 Shek Faridabad, Faridabad, Haryana - 121001"
20391,"DSS-28, HUDA MARKET, SECTOR 31, Faridabad Town, Faridabad, Faridabad, Haryana"
20392,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20393,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20394,"Shop 59 Main Mathura road Sector 19 Faridabad , Haryana 121002, India"
20395,"SHOP no 25 KHERI PUL BASELWA COLONY BY PASS ROAD , Faridabad, Faridabad (Haryana), - 121002"
20396,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20397,"Kapori colony Sector19, Faridabad,Haryana,121002"
20398,"Kapori colony Sector19, Faridabad,Haryana,121002"
20399,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20400,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20401,"Shop 41, Huda Market, Sector 31, Faridabad"
20402,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20403,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20404,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20405,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20406,"DSS NO-41 HUDA MARKET SECTOR 31 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana-121002"
20407,"Asian Hospital, Sector 21A"
20408,"Shop no. 28, Right side , Bypass road, Opposite Bsilwa colony, Near Kheri pull, District - Faridabad, STATE - Haryana"
20409,"332, SECTOR18, FARIDABAD, HARYANA"
20410,"Kapori colony Sector19, Faridabad,Haryana,121002"
20411,"Shop No - 32, Near Bank of baroda,Sector 19"
20412,"Kapori colony Sector 19, Faridabad,Haryana,121002"
20413,"SHOP NO-16 SECTOR-16 NEW SABZI MANDI, District - Faridabad, STATE - Haryana"
20414,"HR Faridabad Crown Plaza, Shop No. GB-01, 02 Ground Floor. Crown Plaza Mall, Sector-15A, Faridabad- 121007"
20415,"Nic Natural Ice Creams Shop no 14 SCO 90-91, Shubham plaza Building, Sector-16, Huda Market, Faridabad-121002"
20416,"205/8 sayad wara meat market sector 18 A, main market, near punjab national bank, Sayad Wara, Old Faridabad, Faridabad, Haryana 121002, India"
20417,"Sector 16, Faridabad, Haryana 121002, India"
20418,"Shop number 60, first floor HUDA Market, Near Sagar Cinema Sec16, Faridabad, Faridabad, Haryana, 121002"
20419,"Shop No. 1360 , Sector 17/18 dividing road, Faridabad, Haryana 121002, India"
20420,"Shop no.28,Left side,Bypass road, Opposite Basilwa Colony,Near Kheri Pull, District - Faridabad, STATE - Haryana"
20421,"1347, Ambedkar Marg, Housing Board Colony, Sector 18, Old Faridabad, Faridabad, Haryana 121002, India"
20422,"SHOP NO. 19 NEW SUBJI MANDI SEC-16 FARIDABAD , Faridabad Town , Faridabad, Faridabad, Haryana-121002"
20423,"Asian Institute of Medical Sciences, Badkal Flyover, Sector 21 A, Faridabad"
20424,"Kapori colony Sector19, Faridabad,Haryana,121002"
20425,"SHOP NO- 2 TO 5, GOPI PLAZA,16/6N, OLD FARIDABAD, Faridabad,Faridabad, , Haryana, 121002"
20426,"Kapori colony Sector19, Faridabad,Haryana,121002"
20427,"SHOP NO 28 BY PASS ROAD KHERI CHOK SECTOR 18 OLD FARIDABAD, Faridabad, Faridabad (Haryana), - 121002"
20428,"SECTOR 86 NEAR BPTP PUL BY PASS ROAD , Faridabad, Faridabad (Haryana), - 121002"
20429,"KHERI PUL BY PASS ROAD OLD FARIDBAD , Faridabad, Faridabad (Haryana), - 121002"
20430,"4/3 Rajeev Colony Near Valmiki Park Sector -18 Old Faridabad Pin Code -121002, Faridabad Town, Faridabad, Faridabad, Haryana - 121002"
20431,"Kapori colony Sector19, Faridabad,Haryana,121002"
20432,"124, Near OBC Bank, Sector 17 Market, Faridabad"
20433,"Shop No. 137 , Sec 16, Faridabad"
20434,"Booth 16, Part 2 Market, Sector 19, Faridabad"
20435,"Kapori colony Sector19, Faridabad,Haryana,121002"
20436,"SHOP NO 24 KHERI CHOWK BY PASS ROAD BASELWA SECTOR 18, Faridabad, Faridabad (Haryana), - 121002"
20437,"Asian Hospital, Sector 21"
20438,"Both no. -63 sec 16 Faridabad, Alampur(32) Faridabad, Faridabad Haryana - 121002"
20439,"SHOP NO. 17 BY PASS ROAD KHERI PUL , Faridabad, Faridabad (Haryana), - 121002"
