,Address
20001,"SEBEL HOTEL DULEX PVT LTD, BOYS TOWN ROAD OFF TRAMBAK ROAD NASHIK"
20002,"SHOP NO.01-02,VIKRAM APPARTMENT,PLOT  NO.24,KRUSHI NAGAR,H . P . T. COLLEGE  ROAD,NASHIK-422005, Nashik West, Nashik,  Maharashtra-422005"
20003,"Shubh Plaza, Mumbai Agra Road, Panchavati, Nashik"
20004,"Shop 5, Chandwakar Park, Model Colony Chowk, College Rd, Yashwant Colony, Nashik, Maharashtra 422005"
20005,"SHOP NO 4 ,GROUND FLOOR ,BELE PARK ,NEAR VIDYA VIKAS CIRCLE GANGAPUR ROAD NASHIK , Nashik West, Nashik, Maharashtra, 422005"
20006,"SURVEY NO. - 726/1 A, PLOT NO. - 2, 3, 4, 5 & 6,  SHOP NO. - 06, SHRADDHA MALL, YEOLEKAR  MALA, NEAR BYK COLLEGE, COLLEGE ROAD,  NASHIK, Nashik West, Nashik,  Maharashtra-422005"
20007,"SURVEY NO. - 771 / 1 / A, PLOT NO. -  10, NEAR CITY CENTER MALL,  KARMAYOGI NAGAR, GOVIND  NAGAR, UNTAWADI, NASHIK,  Nashik East, Nashik, Maharashtra,  422009"
20008,"GROUND FLOOR,LAND MARK APT,D-SOUZA COLONY,COLLEGE ROAD,Nashik East,,Nashik City,(Maharashtra), - 422005"
20009,"SHOP NO-29, SHANKAR NAGAR CO OP HSG SOC,SHANKAR NAGAR,TAKLI ROAD,DWARKA,NASHIK-422011"
20010,"The Juice Farm, Thatte Wadi Road, opp. KFC, Kulkarni Baug, Nashik, Maharashtra, India"
20011,"Nashik Bombay Highway, Panchavati, Nashik"
20012,"SHOP NO 01,ARCHITVIHAR SOCIETY,OPP.LOTUS HOSPITAL,NEAR VIDYA VIKAS HOSPITAL,GANGAPUR ROAD NASIK 422013"
20013,"SHOP NO. - 01, PUSHKARAJ B BUILDING,  THATTE NAGAR, GANGAPUR ROAD, NASHIK,  Nashik West, Nashik City, Maharashtra-422005"
20014,"Shop no 2, Shree Muktangan Appartment complex Near Model Colony College Road Nashik 422005, District - Nashik City, STATE - Maharashtra"
20015,"Plot No4, opp saidev society, Gangapur road nashik  422005"
20016,"opp ravindra school dwarka,Nashikroad, Nashik City,Maharashtra, 422007"
20017,"Shop no 1 and 2, kamalakant arcade, thatte wadi, college road, Nashik, 422005"
20018,"FC. 7, 3rd Floor City Center Mall Dawate Nagar Nashik"
20019,"Opposite Model Colony, 3, Bhagyalaxmi Apartment, College Rd, D'souza Colony,, Nashik, Maharashtra"
20020,"5, LAND MARK, COLLEGE ROAD, MODEL COLONY, Nashik, Maharashtra, 422005"
20021,"SHOP NO 08 NIKUNJ APARTMENT GANGAPUR ROAD NEAR VIDYA VIKAS CIRCLE NASHIK 422005, Nashik West, Nashik City, Maharashtra-422005"
20022,"2Q47+P8P, Kulkarni Baug Lane 2, Kulkarni Baug, Nashik, Maharashtra 422005, India"
20023,"Shop no 1 and 2, kamalakant arcade, thatte wadi, college road, Nashik, 422005"
20024,"Hello Bakers, Shop 3, Ashish Park, Opposite Gajanana Temple, Nashik Near Mahila Bank, Indira Nagar"
20025,"2nd Floor, City Centre Mall Sambaji Chowk, Lawate Nagar Banyan Square, Untwadi Rd, Nashik, Maharashtra 422009"
20026,"Shop No. 9 & 10, Mumbai Agra Road, Pathardi Phata, Nashik"
20027,"SURVEY NO.- 731/1, SHOP NO. - 01, MAHADEV CHAMBERS, HPT COLLEGE ROAD, MODEL COLONY, NASHIK,  Nashik City, Maharashtra-422005"
20028,"Shop no 1 and 2, kamalakant arcade, thatte wadi, college road, Nashik, 422005"
20029,"GAURI KHANA KHAZANA, SHOP NO 5 HARI KRUPA APPT VIDYA VIKAS CIRCLE GANGAPUR ROAD NASHIK"
20030,"RAJ MILAP SOCIETY DINDORI ROAD NEAR POLICE CHOWKI PANCHAVATI NASHIK, District - Nashik City, STATE - Maharashtra"
20031,"03 LaxmiBag Society, Tidake Colony, Nashik West Nashik Maharashtra 422002"
20032,"SHOP NO.05 GROUND FLOOR GIRI KALE BUILDING THATTE WADI COLLEGE ROAD, Nashik, Nashik, Maharashtra, 422005"
20033,"Odhekar Jeweller ke samne, vidya vikas circal, gangapur road, nashik - 02, District"
20034,"Shop no 1 and 2, kamalakant arcade, thatte wadi, college road, Nashik, 422005"
20035,"UNIT NO.01, JANAKI HEIGHTS APARTMENT, KRUSHI NAGAR, NASHIK Nashik West Nashik City"
20036,"SHOP NO.01, RUSHIRAJ ENCLAVE , DESOUZA COLONY, COLLEGE ROAD, NEAR GANGAPUR WINEA, OPP SHAWARMA WIPES, Nashik West, Nashik, Maharashtra-422005"
20037,"Plot no.01, 02/ Lawate Nagar, Near City Centre Mall, Nashik"
20038,"Curry Leaves Bhavan, Near Cycle Circle, College Rd, Krishi Nagar, Nashik, Maharashtra 422005"
20039,"1st Floor, Luthara Chambers, Near RYK College, Above Manyavar Showroom, College Road, Krishi Nagar, Nashik, Nashik"
20040,"Plot 22, Near Sai Baba Mandir, Opposite Don Bosco School Ground, College Road, Nashik 422005"
20041,"Bosco Centre, Opposite Maria Vihar Hostels, Gangapur Road, College Road, Nashik"
20042,"SHOP NO 18, LAND MARK APARTMENT, HPT COLLEGEROAD, NASHIK, Nashik, Maharashtra, 422005"
20043,"dosawala food corner, shop no 8 shanjivan appartment rajmata marg govind nagar"
20044,"Smokin Joe's, landmark apartment college road "
20045,"PVR Limited , City Center Mall, 3rd floor, Lawate Nagar.Nagar, Untawadi, Nashik -422002."
20046,"Opposite Model Colony, 3, Bhagyalaxmi Apartment, College Rd, D'souza Colony,, Nashik"
20047,"2Q37+V8F, Ramdas Colony, Nashik, Maharashtra 422005, India"
20048,"2 dipak apartment gajanan chowk komti galli panchavati nashik, Panchawati, Nashik, Maharashtra - 422003"
20049,"Shop No-6, Sancheti Complex, Gangapur Road Nashik, Nashik West, Nashik City Maharashtra - 422005"
20050,"SURVEY NO. - 295/A/1/1/A, PLOT NO.- 77 + 78,  OPPOSITE PANCAHWATI COLLEGE, NEAR  KANNAMWAR BRIDGE, MUMBAI Agra  HIGHWAY, NASHIK, Nashik City,  Maharashtra-422003"
20051,"Geetai Gangotri Apt,S.T.Colony Gangapur road nashik,west -422013"
20052,"SHOP NO. - 01, PUSHKARAJ B BUILDING, THATTE NAGAR, GANGAPUR ROAD, NASHIK, Nashik West, Nashik City, Maharashtra-422005"
20053,"SHOP NO. - 01, PUSHKARAJ B BUILDING, THATTE NAGAR, GANGAPUR ROAD, NASHIK, Nashik West, Nashik City, Maharashtra-422005"
20054,"Shop No- 1, Pushkaraj B, Opposite Bank of Baroda"
20055,"SHOP NO 1 SHANTI NIKETAN KRUSHI NAGAR COLLEGE ROAD NASHIK, Nashik City, Maharashtra"
20056,"Haribhau Panipuriwale, Shop 13, Ramkrishna Appartment, Opposite Bosco Centre, Prasad Circle, Gangapur Road, College Road, Nashik"
20057,"Shop No 1, Land Mark Appt, Near D' Souza Colony, College Road, Nashik, 422005"
20058,"Shahid circle, Gangapur Road, Nasik -5. "
20059,"GAT NO 693/1/1/3/4,VISE CHOUCK ,NEAR VIDYA VIKAS HOSPITAL,VIDYA VIKAS CIRCLE ,GANGAPUR ROAD NASHIK"
20060,"Plot 571/1A, Shop 13, Parijat Nagar, Nashik"
20061,"City Center Mall, Lavate Nagar, Untawadi Nashik - 422002"
20062,"SHOP 06, CHANDWADKAR PARK, DESOUZA  COLONY, NASHIK, Nashik West, Nashik  City, Maharashtra - 422005"
20063,"SHOP NO. - 01, PUSHKARAJ B BUILDING, THATTE NAGAR, GANGAPUR ROAD, NASHIK, Nashik West, Nashik City, Maharashtra-422005"
20064,"Shop No. 6-7, Tulip Apartments, DSouza Colony, Near Gangapur Wines, Gangapur Road. Nashik, Maharashtra  422077"
20065,"Om Shivalaya Bunglow, Prasad Circle, Swami Vivekanand Marg, Gangapur Road, Shramik Nagar, Uday Nagar, College Road, Nashik"
20066,"JAYESHA    BUNGLOW    KANHEREWADI    NASIK    NASHIK    EAST    NASHIKCITY(MAHARASHTRA), -  422001"
20067,"692 Visa mala beside vidya vikas Hosp. Nashik, Nashik (M.crop)"
20068,"2Q68+9V7, Pumping Station Rd, Vise Mala, Shreerang Nagar, Nashik, Maharashtra 422005"
20069,"SURVEY NO. 28/2, PLOT NO. 1, ASHOKA MARG, NEAR SIDDHIVINAYAK PARK, NASHIK, Nashik West, Nashik, Maharashtra-422011"
20070,"Plot 571/1A, Shop 13, Parijat Nagar, Nashik"
20071,"RAM RAJYA BUILING MAHATMA NAGAR NASHIKRAM RAJYA BUILING,NASHIK"
20072," BHONSALA MILITARY CIRCLE, next to CARNIWAL RESTAURENT, Nashik, Maharashtra 422013"
20073,"PLOT NO.02,USHA KIRAN HSG SOC.,OPP CITY  CENTER MALL,LAWATE NAGAR,UNTWADI  NASHIK, Cidco, Nashik City,  Maharashtra-422002"
20074,"S. No. 712/1, Pl No. 78, Shop No. 3, Aditya Co.Housing Society, D'Souza Colony, Gangapur Road, Nashik East, Nashik,Maharashtra-422005"
20075,"SHOP NO. - 01, PUSHKARAJ B BUILDING, THATTE NAGAR, GANGAPUR ROAD, NASHIK, Nashik West, Nashik City, Maharashtra-422005"
20076,"1, Devshri Appartment, Krishna Nagar, Old Adgaon Naka, Panchawati, Nashik, Maharashtra, 422003"
20077,"NEAR CARNIVAL HOTEL, Mahatma Nagar Rd, Rambhoomi, Veer Sawarkar Nagar, Nashik, Maharashtra"
20078,"PHD Pratik Arcade Nasik, Shop No.4, Pratik Arcad,  Nashik-Pune Road, Shivaji Nagar, Nasik-422006,  Maharashtra"
20079,"PLOT NO. - 45, KRUSHI NAGAR, BEHIND  H.P.T. COLLEGE, NASHIK, Nashik West, Nashik, Maharashtra - 422005"
20080,"SHOP NO. - 01, PUSHKARAJ B BUILDING,  THATTE NAGAR, GANGAPUR ROAD, NASHIK,  Nashik West, Nashik City, Maharashtra-422005"
20081,"SHOP NO. - 01, PUSHKARAJ B BUILDING,  THATTE NAGAR, GANGAPUR ROAD, NASHIK,  Nashik West, Nashik City, Maharashtra-422005"
20082,"BigCity, Bosco Center Prasad Circle, Gangapur Rd, Near Nexa showroom, Nashik, Maharashtra 422005"
20083,"NO 04, SHAILAJA APARTMENT, DISUZA COLONY, GANGAPUR ROAD, NASHIK NASHIK WEST NASHIK CITY, (MAHARASHTRA"
20084,"Basil Bites, At Haldi Lawn, New Adgoan Naka, Aurangabad Naka, Panchavati, Nashik"
20085,"3rd Floor Bosco Center, Prasad Cir, Nashik"
20086,"SHOP NO-02,THATTE NAGAR CORNER,KBT  CIRCLE,NEAR THUNDER  POINT,GANGAPUR ROAD,NASHIK-422005,  Nashik West, Nashik, Maharashtra -  422005"
20087,"SHOP NO-02,THATTE NAGAR CORNER,KBT  CIRCLE,NEAR THUNDER  POINT,GANGAPUR ROAD,NASHIK-422005,  Nashik West, Nashik, Maharashtra -  422005"
20088,"SHOP NO. - 01, PUSHKARAJ B BUILDING,  THATTE NAGAR, GANGAPUR ROAD, NASHIK,  Nashik West, Nashik City, Maharashtra-422005"
20089,"SHOP NO. - 01, PUSHKARAJ B BUILDING,  THATTE NAGAR, GANGAPUR ROAD, NASHIK,  Nashik West, Nashik City, Maharashtra-422005"
20090,"Fire N Flesh, Shop 11/12, Food Court, 3rd Floor, City Centee Mall, Untwadi Cidco, Parijat Nagar, Nashik"
20091,"Marathmol Parcel Point, shahid chawk,gangapur,near swami samarth mandir,nashik 13"
20092,"TNRC FOOD COURT, S.NO. 771/1/A, PLOT NO. 10, KARMYOGI NAGAR, NASHIK 422 009, Satpur, Nashik, Maharashtra - 422009"
20093,"Tapovan Link Road, Kathe Galli, Dwarka, Nashik"
20094,"SHOP NO 3, GROUND FLOOR SERVE NO 10/2, ANUSHREE RESIDENCY OPPOSITE ASHOKASCHOOL, WADALA, ASHOKA MARG,  Nashik City, Maharashtra-422214"
20095,"SHOP NO -05 , TNRC FOOD COURT , NEAR  RANBHOOMI , GOVIND NAGAR , Cidco,  Nashik, Maharashtra - 422009"
20096,"Near Hotel Surya, Mumbai Agra Road, Indira Nagar, Near Parijat Nagar, Nashik"
20097,"50, Krishi Nagar, Nashik, Maharashtra 422005, India"
20098,"SHOP NO. 11, KRUSHNA KUNJ APARTMENT, GOVIND NAGAR, MUMBAI Agra HIGHWAY, NASHIK, Cidco, Nashik, Maharashtra - 422009"
20099,"SHOP NO. 10, SAMARTH HEIGHTS, NEAR JAY SHANKAR LAWNS, TAPOVAN ROAD, DWARKA,NASHIK, Nashik East, Nashik, Maharashtra - 422011"
20100,"Anand Sagar Park Shop no 6 Kategali Dwarka Nashik, 422011"
20101,"SHOP NO. 10, SAMARTH HEIGHTS, NEAR JAY SHANKAR LAWNS, TAPOVAN ROAD, DWARKA,NASHIK, Nashik East, Nashik, Maharashtra - 422011"
20102,"SHOP NO 10,SHANTIVAN APRT,GOVIND NAGAR,CIDCO,NASHIK CITY"
20103,"Govind Nagar, Nashik, Maharashtra 422009, India"
20104,"Shop No.2, Patel Residency, Near Gangapur Rd, D'souza Colony, Nashik, Maharashtra 422005, India"
20105,"A-21, Karmaa Height, Kathe Lane, Dwarka, Nashik East, Nashik, Maharashtra - 422011"
20106,"Plot no. 18, Shop no.02, Ashirwad Heights Appartments, Shramik Colony , Gangapur Road, Nashik, Nashik, Maharashtra, 422013"
20107,"SHOP NO 3, DISHA APARTMENT, D'SOUZA  COLONY, NEAR GANGAPUR WINES,  SHAHID CIRCLE, NASHIK 422005, Satpur,  Nashik City, Maharashtra - 422005"
20108,"SHOP NO.04,PUSHPARAJ-B,THATTE POINT,THATTE NAGAR,OPP.BANK OF BARODA,NEAR KBT CIRCLE,GANGAPUR ROAD,NASHIK-422013, District - Nashik City, STATE - Maharashtra"
20109,"SR NO. 733/11/2/2, PLOT NO 2 , ROW HOUSE  NO 204 UNITED AVENUE APARTMENT-1,  PARIJAT NAGAR , MAHATMA NAGAR  NASHIK-422007, Satpur, Nashik City, Maharashtra-422007"
20110,"Shop No.06, Sunrich Apartment, Mahatma Nagar Road, Samarth Nagar, Parijat Nagar,, Nashik City,422005"
20111,"Shop no-6,Arunodaya Apartment, S.No 733/2A, Mahatma Nagar, Parijat Nagar, Nashik, Nashik West,Nashik City, Maharashtra-422005"
20112,"ANANDRUPA APPT, NEAR SACHI HONDA SHOWROOM, PARIJAT NAGAR, MAHATMA NAGAR, NASHIK, Nashik West, Nashik,Maharashtra - 422005"
20113,"HOTEL RADHIKA, JODRAJ MAHAL MAHATAMA NAGAR TRAMBAK ROAD NEAR ABB CIRCLR NASHIK"
20114,"Dhanlaxmi Apt, Gangapur Rd, opp. Gangapur Wines, near Shaheed Circle, Nashik, Maharashtra 422001"
20115,"SH NO 5 PRATHAMESH  APPARTMENT, THATTE NAGAR  GANGAPUR ROAD NASHIK , Nashik  West, Nashik City, Maharashtra,422007"
20116,"HOTEL MEERA, JODRAJ MAHAL MAHATAMA NAGAR TRAMBAK ROAD NEAR ABB CIRCLR NASHIK"
20117,"Abhiruchi, 2 komal appartment ,M J Nagar,parijat nagar"
20118,"Shop 7, Shivshakti Apartment, Samarth Nagar, Parijat Nagar, Nashik"
20119,"SHOP NO 5, ARUNODAYA APARTMENT, BHOSLA MILITARY SCHOOL, MAHATMA NAGAR, NASHIK., Nashik West, Nashik City, Maharashtra - 422005"
20120,"Commercial Siddhant Heights, Ground Floor, DK Nagar, Nashik, Maharashtra-422013"
20121,"SHOP NO-04,PADMA  APARTMENT,PATHARDI ROAD, INDIRA  NAGAR,NASHIK-422009, Nashik East,  Nashik, Maharashtra - 422009"
20122,"UTSAV PURE VEG RESTURANT,INDIRA NAGAR ROAD,NEAR SAPTSHRUNGI SWEETS,RATH CHAKRA CHOWK,NASHIK, Cidco, Nashik City, Maharashtra-422009"
20123,"SR NO. 733/11/2/2, PLOT NO 2 , ROW HOUSE NO 204 UNITED AVENUE APARTMENT-1, PARIJAT NAGAR , MAHATMA NAGAR NASHIK-422007, Satpur, Nashik City, Maharashtra-422007"
20124,"PLOT NO. 449 , VISHAL POINT ,  SWAMI SAMARTH CIRCLE,  GANGAPUR ROAD , NASHIK , Nashik  West, Nashik, Maharashtra, 422005"
20125,"Ashoka Marg, Jaydeep Nagar, Kalpataru Nagar, Nashik, Maharashtra 422214, India"
20126,"Shop No. 1 Ramrajya Apartment, Plot No. 8, Samarth Nagar, Mahatma Nagar, Nashik"
20127,"Friendship Restaurant, G20,21,22 Sagar Garden Beside K K Wagh Engineering College ,beside Bhavani Marbels, Nashik, Maharashtra 422207"
20128,"SHOP NO. 9, DAYAL APPARTMENT, MAHATMA NAGAR, NASHIK, District - Nashik City, STATE - Maharashtra - 422007"
20129,"SHOP NO-12, VANDANA PARK, INDIRA NAGAR NASHIK, Nashik West, Nashik City (Maharashtra), - 422009"
20130,"Uday Nagar, Gangapur Rd, opposite IDFC Bank, Shahid Chowk, Nashik, Maharashtra 422013, India"
20131,"HouseNo12,Shahu NagerSlum, Canolroad, pethroad, panchwati, nashik, Maharashtra 422003"
20132,"SHOP NO 08 , PADMA APPARTMENT ,  INDIRA NAGAR , WADALA PATHARDI  ROAD , NASHIK, Nashikroad, Nashik City,  Maharashtra - 422009"
20133,"Shop No 3, Motiwala Plaza, College Road, Bhonsala Circle- Gangapur Road Jean Circle Link Road , Nashik, Opp Carnival Restaurant, Nashik, Maharashtra-422005"
20134,"Near ashoka international school, opp Krushna sagar sweets,Ashoka Marg"
20135,"SHOP NO. 3 PUJA APARTMENT, WADALA PATHARDI ROAD, NEAR BAPU BUNGLOW, INDIRA NAGAR, NASHIK, CIDCO, NASHIK, MAHARASHTRA 422009"
20136,"PLOT NO 11,KALPTARU NAGAR,ASHOK TOWER,NEAR GANESH BABA NAGAR,NASHIK -422011"
20137,"SHOP NO-1 SHAKUNTALA PARIYANVADA APARTMENT ASHOKA MARG , Nashikroad, Nashik City, Maharashtra - 422006"
20138,"Unnamed Road, Ram Nagar, Ashtavinayak Colony, Veer Sawarkar Nagar, Nashik, Maharashtra 422013, India"
20139,"SHOP NO. - 01, PUSHKARAJ B BUILDING, THATTE NAGAR, GANGAPUR ROAD, NASHIK, Nashik West, Nashik City, Maharashtra-422005"
20140,"shop no-3, shivshakti apt, near puffs n rolls, samartha nagar, Nashik"
20141,"SHOP NO 7, NASHIK FOOD COURT, OPP  ASHOKA HOUSE, ASHOKA MARG,  Nashikroad, Nashik City, Maharashtra -  422011"
20142,"SHOP NO. A-6, KARMA PINNACLE, AWING, NEAR ASHOKA, NASHIK, Nashikroad, Nashik City, Maharashtra - 422011"
20143,"Jay Jalaram Dabeli And Sandwich, SBI chowk cidco chowpati cidco nashik"
20144,"Shop No.1, Yashwant Heights, Hirawadi Rd, opp. Bhikusa Paper Mill, Panchvati, Nashik, Maharashtra 422003, India"
20145,"PLOT NO. 449 , VISHAL POINT ,  SWAMI SAMARTH CIRCLE,  GANGAPUR ROAD , NASHIK , Nashik  West, Nashik, Maharashtra, 422005"
20146,"shop 1, shiv parvati bungalow, opp sur hotel, jehan circle, Gangapur, Nashik City"
20147,"Shop no 4A, Koshy Apartment, Opposite Sachi Honda,Samartha Nagar, Nashik-422005"
20148,"SHOP  NO  -01,ADITYA  CO-OP  HSGSOCIETY,JEHAN   CIRCLE,GANGAPUR   ROAD,NASHIK, -   422005"
20149,"DAIRY DON, SHOP NO.4, SHREEJI PRIDE APP, NEAR ASHOKA TOWN, NASHIK"
20150,"SHOP NO 5 RAHUL CO OPP HOUSING SOCIETY , NASHIK WEST , NASHIK MAHARASTRA"
20151,"Kadam Mansion, XQX3+JJ3, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra 422007, India"
20152,"Central Facility Bilding Vaishakha Sector Near Post Office Cidco Nashik, Cidco 422008"
20153,"6 Rushiraj Tower Jehan Circle, Gangapur Rd, Nashik, Maharashtra 422013, India"
20154,"PLOT NO. - 63, SHOP NO. - 01, FLUSHING MEADOWS COOPERATIVE HOUSING SOCIETY, GROUND FLOOR, NEAR BHAWANI SUPER MARKET, BESIDE MAHATMA NAGAR CRICKET GROUND, MAHATMA NAGAR, NASHIK, Nashik West, Nashik, Ma"
20155,"PLOT NO 12 NH SHRAWAN WAY TRIMURTI SECT , Nashik, Maharashtra-422009"
20156,"Hunger N Thirst Lane , Exactly Opp. Ashoka Medicover Hospital Exit Gate , Bhd. Jocking Track, Indiranagar - Wadala Road, Nashik - 9"
20157,"Chanakya Apartment, Swami Vivekanand Rd, Anand Nagar, Pramod Nagar, Nashik, Maharashtra 422013, India"
20158,"Plot -97 sector VE trimurtytapari market  yard Cisco nashik 422001 (opp atul dairy) ,  Cidco, Nashik, Maharashtra - 422001"
20159,"SHOP NO 2/3, UDYOG BHAVAN, ITI SIGNAL, SATPUR NASHIK, Maharashtra - 422007"
20160,"Shop No. 1, B Wing, Rushiraj Rivera Apartment Gangapur road, Anandwali Shivar, , Nashik City, Maharashtra-422008"
20161,"shop no 6, rushiraj tower, jehan circle"
20162,"Chanakya Apartment, Swami Vivekanand Rd, Anand Nagar, Pramod Nagar, Nashik, Maharashtra 422013, India"
20163,"Chanakya Apartment, Swami Vivekanand Rd, Anand Nagar, Pramod Nagar, Nashik, Maharashtra 422013, India"
20164,"Pal Restaurant, opp mamta cinema, shivajinagar nashik road"
20165,"shop number 6 rushiraj towers, jehan circle, nashik"
20166,"Baskin Robbins, shop no-2B Avis enclave/motiwala plaza,near bhosla miletery school college road,nashik"
20167,"Chanakya Apartment, Swami Vivekanand Rd, Anand Nagar, Pramod Nagar, Nashik, Maharashtra 422013, India"
20168,"Shop No 12,13, Nice Sankul,Near ITI Signal,Satpur Nashik422007"
20169,"INOX Leisure Ltd., Old Vijay Mamta Theatre, Nashik -Pune Road, Nashik 422006"
20170,"Laxmi Apartment, Flat No4,Ram Nagar, Back side Of Kaka ka dhaba Hotel, Gangapur Road, Nashik 422013, Nashik West, Nashik, Maharashtra - 422013"
20171,"SHOP NO 5, SHRI RAJLAXMI COOPERATIVE HSG. SOCIETY, KALA NAGAR, INDIRA NAGAR, NASHIK, Cidco, Nashik, Maharashtra - 422009"
20172,"PLOT NO. 16 ULHAAS OPP. PILLAR NO.7 K K  WAGH ENGINEERING COLLEGE SERVICE ROAD  NEAR AURANGABAD NAKA SWAMI NARAYAN  NAGAR PANCHAVATI NASHIK, Panchawati,  Nashik, Maharashtra-422003"
20173,"6 , BASEMENT , PRASAD CHEMBERS , OPP INOX THETOR , NEAR SWAD HOTEL , NASIK - POONA ROAD , NASIK NASHIK EAST MAHARASHTRA 422006"
20174,"PLOT NO.A-9, GALA NO 02, NICE SANKUL, MIDC, Satpur Nashik Maharashtra 422007"
20175,"Param Pujya Ravishankarji Marg, Pandav Nagari, Sharda Vihar, Nashik, Nashik West, Nashik City, Maharashtra, 422009"
20176,"Pancham Parcel Point, near state bank choupati swami vivekanand rane nagar"
20177,"Shop No.1 Rachit Appartment, Rajiv Nagar Shreeram Chowk Nashik West Nashik 422009"
20178,"3- BLUE SAPPHIRE APARTMENTS,, Cidco, Nashik City, Maharashtra - 422009"
20179,"NO A, TRIPTY APARTMENT, D SOUZA COLONY, GM ROAD, NASIK, Nashik West, Nashik, Maharashtra - 422005"
20180,"AMRUTDHAM, PANCHAWATI, NASHIK,Panchawati,Nashik, Maharashtra-422003"
20181,"Shop 6, Shreeji Krupa Apartmant, Opposite Nashik Cambridge School, Indiranagar, Pathardi Phata, Nashik"
20182,"Banjaara Family Restaurant & Resto Bar, Mahatma Nagar, Parijat Nagar, Nashik, Maharashtra, India"
20183,"Shop No.10, Madhur Mangal Avenue,  Vanvihar Colony, Kamgar Nagar Road,  Satpur, Nashik, Maharashtra - 422007"
20184,"Mad Over Sandwiches, G20,21,22 Sagar Garden Beside K K Wagh Engineering College ,beside Bhavani Marbels, Nashik, Maharashtra 422207"
20185,"Amit Sweet, ADDRESS:- Swami Samarth Mandir Rd, Near Akshwani tower, Purnvad Nagar, Nashik, Maharashtra 422013"
20186,"SHOP NO.- 09, 10, 11 AND 12, VENKATESH PARK, ASHTAVINAYAK COLONY, VEER SAVARKAR NAGAR, NASHIK, MAHARASHTRA 422013"
20187,"SHOP NO 4 SUKHAD APT AYODHYA  COLONY GANGAPUR ROAD, Nashik West,  Nashik, Maharashtra - 422013"
20188,"NEAR DURGA MATA TEMPLE KHANDOBA CHOWK WADALAGAON NASHIK, District - Nashik City, STATE - Maharashtra"
20189,"plot no, c-11, gala no, 24,NICE,MIDC,SATPUR,NASHIK"
20190,"Friendship Restaurant Nashik, G20,21,22 Sagar Garden Beside K K Wagh Engineering College, beside Bhavani Marbels, Nashik, Maharashtra 422207"
20191,"FLAT NO 2 RAVIRATH SOCIETY SHAKTI NAGAR NEAR KALA TYPING INSTITUTE HIRAWADI PANCHAVATI,NASHIK CITY - 422003"
20192,"SHOP NO 13, SURVEY NO 105/1/1/1, MAHALXMI ENCLAVE,INDIRA NAGAR ,,Nashik East,Nashik,Maharashtra-422009"
20193,"G20,21,22 Sagar Garden Beside K K Wagh Engineering College, beside Bhavani Marbels"
20194,"Serve no 208, 1/1 Dindori Road, Opp Reliance Petrol Pump, Meri Mhasrul, Nashik"
20195,"Shop 20, 21, Sagar Garden Apartment, Near KK  Wagh clg, Panchavati ,Nashik, Nashik City,  Maharashtra-422003"
20196,"884/3 , Cidco, Nashik City,  Maharashtra-422009"
20197,"SHOP NO 3, SURVEY NO 877/1/7 ,  VIJYANTA PARK,OPP TO MOHINI ALANKAR,  NEAR BORA HOSPITAL,RAJIV NAGAR,  NASHIK, Cidco, Nashik City, Maharashtra -  422009"
20198,"Lollipop Family Restaurant Praveen Manzil Near Bhagawati Gas Agency, Chetana nagar, Rane Nagar, Nashik, Maharashtra 422009"
20199,"N-35,54-9-3-0-4,STATE BANK,CHAUPATI,CIDCO,NASHIK"
20200,"M. D. Chinese, Atrikrupa, Dindori Road, Kalananagar, Vaiduwadi, Nashik, Maharashtra, 422004"
20201,"Shri sant sena bhawan, torna nagar, pavan nagar,cidco, nashik 422009"
20202,"RH NO. 6, SHRIKRUPA ROW HOUSE, NEW ERA ENGLISH SCHOOL , GOVIND NAGAR, NASHIK, Cidco, Nashik City, Maharashtra-422009"
20203,"SHOP NO 18, NEAR FRIENDSHIP HOTEL AMRITDHAM PANCHAVATI NASHIK KKW SERVICE ROAD, Mumbai - Agra National Hwy, Matrudarshan Colony, Nashik, Maharashtra 422006, India"
20204,"SHOP NO-1, UMIYA COMPLEX, PLOT NO-53-54, ASHWIN NAGAR,NASHIK,422009"
20205,"SHOP NO. 2, S K PRIDE, TARWALA NAGAR  ROAD, NEAR HIRAWADI POOL,  PANCHAVATI, Panchawati, Nashik City,  Maharashtra - 422003"
20206,"Prerana Bungalow, Vijay Nagar-2, Opp HDFC Bank, B/h Madhumangai Society, Dindori Road, Nashik"
20207,"PLOT NO 5 SHAHU NAGAR NEAR ITI  BRIDGE, Cidco, Nashik City, Maharashtra -  422007"
20208,"SHOP NO 4 AVANTIKA PRIDE S NO 26/1A/1B OPP MARUTI MANDIR KAMATWADE NASHIK, Cidco, Nashik City, Maharashtra - 422009"
20209,"SHOP NO 3/4, RAJSHREE ELITE, NEAR HANUMAN MANDIR, KAMATWADA, NASHIK, Cidco, Nashik, Maharashtra - 422003"
20210,"Kishor Suryawanshi Marg, Gorksha Nagar, Sneha Nagar, Nashik, Maharashtra 422004, India"
20211,"H No 475, Kakad Palace, RTO Corner, Dindori Road, Meri , Panchawati, Nashik, Maharashtra - 422004"
20212,"SHOP NO 4 SHREE GANESH RAJARAM KADAM SARVE NUMBAER 772/3/3 NEAR SEVA SOCIETY AURANGABAD ROAD NASHIK , Panchawati, Nashik, , Maharashtra, 422003"
